sample_id,time_slot,Load1_mw,Load2_mw,Load3_mw,Load4_mw,Load5_mw,Load6_mw,Load7_mw,Load8_mw,Load9_mw,Load10_mw,Load11_mw,Load12_mw,Load13_mw,Load14_mw,Load15_mw,Load16_mw,Load17_mw,Load18_mw,Load19_mw,Load20_mw,Load21_mw,Load22_mw,Load23_mw,Load24_mw,Load25_mw,Load26_mw,Load27_mw,Load28_mw,Load29_mw,Load30_mw,Load31_mw,Load32_mw,fixed_total_mw,PV_Bus6_irr,PV_Bus14_irr,PV_Bus19_irr,PV_Bus25_irr,PV_Bus31_irr,BESS_Bus18_se_init_mwh,BESS_Bus18_p_init_mw,EV_Bus19_cur,EV_Bus19_lb,EV_Bus19_ub,EV_Bus7_cur,EV_Bus7_lb,EV_Bus7_ub,AC_Bus2_cur,AC_Bus2_lb,AC_Bus2_ub
5604,8:45,0.074151,0.065369,0.086434,0.050340,0.044027,0.154113,0.131283,0.044399,0.048823,0.035675,0.047242,0.044985,0.094271,0.047227,0.052064,0.047150,0.064666,0.076147,0.063888,0.064208,0.066278,0.069194,0.332496,0.305710,0.036371,0.045735,0.050150,0.071313,0.129558,0.117494,0.151988,0.044483,2.757234,0.377239,0.392968,0.339355,0.348264,0.423050,2.799636,0.000000,0.662345,0.483636,0.768118,0.691839,0.580136,1.001482,0.765437,0.703033,0.765437
5605,9:00,0.074525,0.077298,0.089779,0.039630,0.044382,0.156954,0.128655,0.045761,0.040501,0.035733,0.035356,0.043997,0.087263,0.044920,0.046301,0.044165,0.081892,0.068800,0.075844,0.071333,0.075449,0.068800,0.299594,0.237004,0.043047,0.048967,0.044291,0.092908,0.176616,0.106478,0.172400,0.052575,2.751218,0.385076,0.358675,0.413144,0.389274,0.391247,3.043046,0.000000,0.808373,0.599595,0.928968,0.597104,0.591771,0.597104,0.846416,0.553594,0.868693
5606,9:15,0.086291,0.082516,0.103395,0.047915,0.049994,0.180284,0.148964,0.048372,0.051831,0.032620,0.042009,0.046521,0.072637,0.039944,0.038470,0.042696,0.068150,0.076649,0.064871,0.079286,0.060727,0.072347,0.336063,0.294398,0.049548,0.060488,0.044481,0.097628,0.156053,0.138062,0.156643,0.048450,2.918302,0.445171,0.407048,0.473072,0.410705,0.426063,2.265260,0.000000,0.699969,0.621270,0.899825,0.747260,0.614151,0.804523,0.815471,0.704962,0.836674
5607,9:30,0.071124,0.070882,0.092963,0.044684,0.049097,0.152828,0.148556,0.049848,0.046743,0.033495,0.052153,0.049734,0.106049,0.036238,0.054342,0.045548,0.073046,0.066637,0.066943,0.067357,0.065551,0.071513,0.330534,0.291110,0.040832,0.041449,0.043576,0.093058,0.160873,0.117222,0.149500,0.051648,2.835133,0.442956,0.449476,0.500238,0.501362,0.438383,2.628522,0.000000,0.693046,0.693046,0.828234,0.761511,0.697626,0.919079,0.877963,0.726457,0.895408
5608,9:45,0.064058,0.072439,0.092214,0.052577,0.047539,0.152020,0.158238,0.044782,0.047304,0.043602,0.049349,0.054608,0.107806,0.045686,0.055218,0.058141,0.075041,0.064307,0.075702,0.076940,0.083995,0.073462,0.343465,0.305305,0.047061,0.041464,0.043745,0.103851,0.159172,0.114250,0.158722,0.042493,2.954556,0.452849,0.407342,0.485992,0.403423,0.542099,2.631036,0.000000,0.783559,0.783559,0.783559,0.865773,0.700933,1.057450,0.801241,0.793532,0.854278
5609,10:00,0.079843,0.066467,0.085176,0.048059,0.056641,0.165160,0.152467,0.037567,0.045172,0.029837,0.056595,0.048827,0.114817,0.051931,0.040677,0.042418,0.066163,0.073108,0.060024,0.074553,0.073791,0.062939,0.286435,0.335163,0.043156,0.051119,0.051373,0.100576,0.173152,0.121290,0.175337,0.044356,2.914188,0.518498,0.581707,0.499287,0.521817,0.555398,3.224206,0.000000,0.801537,0.698553,1.009781,0.797759,0.797759,0.797759,0.665881,0.665881,0.665881
5610,10:15,0.069044,0.094187,0.101386,0.046628,0.051943,0.187633,0.161050,0.048848,0.048385,0.038000,0.038688,0.050751,0.091720,0.042061,0.050621,0.043674,0.068132,0.070264,0.070175,0.067624,0.062778,0.059506,0.318584,0.357112,0.047265,0.049718,0.045053,0.108585,0.151492,0.094125,0.151238,0.051585,2.937855,0.489971,0.556118,0.593856,0.464538,0.534984,3.061272,0.000000,0.808680,0.778019,0.953686,0.782066,0.612967,0.886374,0.765189,0.615528,0.926419
5611,10:30,0.066845,0.072222,0.081248,0.047744,0.050378,0.194433,0.157274,0.048898,0.044622,0.042822,0.053640,0.040020,0.080758,0.054141,0.044263,0.045756,0.067627,0.063366,0.075303,0.067535,0.072388,0.062816,0.271896,0.374929,0.051414,0.048836,0.044582,0.105849,0.177943,0.100286,0.154832,0.051734,2.916400,0.518429,0.518420,0.601483,0.598717,0.588299,3.424859,0.000000,0.783256,0.783256,0.783256,0.833055,0.703288,0.833055,0.741629,0.698583,0.807859
5612,10:45,0.075867,0.075193,0.091970,0.049220,0.047269,0.158432,0.150186,0.050754,0.046513,0.044121,0.052210,0.049764,0.105770,0.058881,0.048427,0.050482,0.074432,0.073293,0.075370,0.072443,0.074295,0.063982,0.312996,0.334719,0.039495,0.043131,0.046264,0.087526,0.164514,0.133574,0.147070,0.043716,2.941879,0.501347,0.562308,0.541974,0.527721,0.631605,2.944422,0.000000,0.790944,0.646515,0.845210,0.789843,0.789843,0.789843,0.866871,0.685486,0.886404
5613,11:00,0.076231,0.066337,0.085634,0.044075,0.045350,0.151912,0.170198,0.041371,0.045511,0.038641,0.056323,0.049333,0.112585,0.051662,0.048674,0.048253,0.067204,0.066876,0.066596,0.077117,0.068907,0.072178,0.386411,0.339222,0.051998,0.046839,0.048109,0.087929,0.172215,0.117320,0.188373,0.050757,3.040140,0.571904,0.617268,0.525124,0.507532,0.545244,3.405567,0.000000,0.821373,0.776915,0.880238,0.821141,0.821141,0.942615,0.753022,0.695512,0.905599
5614,11:15,0.078301,0.081890,0.096175,0.039170,0.049809,0.119183,0.159689,0.040904,0.045607,0.034959,0.053402,0.037836,0.105465,0.047496,0.052543,0.049615,0.064348,0.069780,0.067419,0.069441,0.083730,0.063652,0.397800,0.371502,0.054180,0.038104,0.042515,0.088021,0.165397,0.117557,0.165131,0.043534,2.994153,0.577636,0.595203,0.674026,0.523704,0.553284,3.673637,0.000000,0.807948,0.678592,0.933453,0.694119,0.694119,0.929198,0.871582,0.591292,0.871582
5615,11:30,0.076854,0.084550,0.072963,0.047768,0.045932,0.140617,0.183489,0.045704,0.047051,0.039931,0.044564,0.047161,0.109995,0.043152,0.049419,0.050051,0.077887,0.087776,0.070229,0.076390,0.087853,0.077303,0.334214,0.382911,0.039889,0.048823,0.047140,0.114379,0.142934,0.114214,0.163290,0.050715,3.045148,0.571808,0.573468,0.596422,0.501632,0.555142,3.440495,0.000000,0.902316,0.755785,0.962411,0.788730,0.743503,0.881231,0.886304,0.778701,1.032670
5616,11:45,0.092225,0.075418,0.106731,0.049824,0.055938,0.162608,0.140683,0.045436,0.051269,0.033426,0.041967,0.050116,0.096164,0.044255,0.054066,0.043566,0.079793,0.073312,0.063043,0.079420,0.069153,0.072834,0.410364,0.371431,0.039331,0.047292,0.047469,0.095594,0.139810,0.117767,0.157596,0.048080,3.055977,0.618070,0.536621,0.546045,0.561785,0.614457,3.332266,0.000000,0.690254,0.690254,0.925536,0.709568,0.709568,0.899029,0.818189,0.818189,0.835994
5617,12:00,0.080375,0.082449,0.094928,0.051327,0.037022,0.172722,0.181023,0.052547,0.050654,0.038813,0.047382,0.046227,0.112467,0.042456,0.044595,0.047525,0.074650,0.071894,0.066496,0.073958,0.080035,0.076219,0.296823,0.334911,0.044303,0.049862,0.046729,0.084873,0.148005,0.119048,0.161869,0.044179,2.956364,0.583661,0.587384,0.593182,0.629447,0.627638,3.393008,0.000000,0.779174,0.687809,0.779174,0.867239,0.832839,1.088267,0.808861,0.740952,0.825061
5618,12:15,0.090671,0.077624,0.120705,0.042773,0.052260,0.177329,0.139023,0.049648,0.051563,0.033299,0.042546,0.048951,0.087514,0.048333,0.051451,0.048762,0.070343,0.071092,0.066602,0.073519,0.071160,0.071042,0.338075,0.331348,0.045082,0.056787,0.045494,0.104100,0.168153,0.121308,0.159170,0.054186,3.009914,0.655637,0.640449,0.687707,0.618499,0.630840,2.954805,0.000000,0.880599,0.880599,0.918597,0.884165,0.884165,0.941486,0.894897,0.832552,0.994237
5619,12:30,0.095989,0.083578,0.107087,0.049551,0.044250,0.147723,0.143393,0.050840,0.040602,0.038391,0.052859,0.042721,0.095759,0.053329,0.043707,0.039669,0.065329,0.078575,0.071926,0.062841,0.079241,0.079725,0.366355,0.269704,0.040563,0.050142,0.046967,0.094842,0.147953,0.110000,0.178265,0.046434,2.918312,0.645512,0.585454,0.520725,0.566153,0.572116,3.125754,0.000000,0.829307,0.707886,0.850646,0.839318,0.610337,0.839318,0.796429,0.625400,0.889526
5620,12:45,0.078251,0.072670,0.113972,0.049088,0.051670,0.159729,0.169825,0.044238,0.053261,0.033135,0.061516,0.046394,0.097294,0.043554,0.054883,0.046381,0.055391,0.077471,0.085956,0.068169,0.074349,0.067591,0.321652,0.363444,0.053012,0.052851,0.045454,0.091600,0.150986,0.125920,0.170630,0.048973,3.029310,0.547524,0.557893,0.635080,0.510565,0.487068,3.253623,0.000000,0.939569,0.666240,0.959777,0.861934,0.639731,0.861934,0.853821,0.746844,0.879944
5621,13:00,0.072728,0.072746,0.097614,0.053026,0.040482,0.164129,0.163653,0.038979,0.048288,0.037670,0.037088,0.042874,0.092165,0.042670,0.050445,0.047425,0.070943,0.065173,0.076112,0.079257,0.071552,0.070735,0.292669,0.318196,0.042788,0.051119,0.041962,0.084012,0.150343,0.126469,0.178098,0.041798,2.863206,0.683742,0.614594,0.458099,0.574111,0.503929,3.152687,0.000000,0.830654,0.659019,0.984952,0.875715,0.657658,1.019649,0.896343,0.643300,0.896343
5622,13:15,0.066951,0.076679,0.108504,0.041967,0.040265,0.171778,0.141085,0.047677,0.047948,0.036629,0.046470,0.046112,0.084763,0.041663,0.046869,0.043121,0.067218,0.056904,0.070347,0.067368,0.080102,0.060507,0.319479,0.336854,0.051450,0.051456,0.042529,0.090016,0.165900,0.120744,0.149820,0.042299,2.861475,0.565532,0.564365,0.641002,0.511379,0.439433,3.390517,0.000000,0.844854,0.716746,0.938072,0.748454,0.721646,0.815883,0.826983,0.647821,0.826983
5623,13:30,0.071601,0.075110,0.122272,0.047022,0.041872,0.179103,0.148293,0.046442,0.044955,0.034449,0.043052,0.053048,0.088455,0.049534,0.047005,0.049574,0.073002,0.072971,0.057247,0.080020,0.084948,0.073332,0.332551,0.258941,0.043820,0.043506,0.050704,0.095142,0.158708,0.121860,0.172182,0.047725,2.908447,0.486780,0.589047,0.521782,0.581077,0.579943,2.953787,0.000000,0.825796,0.661028,0.886029,0.788922,0.635125,0.833998,0.860146,0.730634,0.992088
5624,13:45,0.073489,0.069597,0.093192,0.047686,0.046564,0.123177,0.167389,0.049924,0.047513,0.040695,0.056110,0.043958,0.096494,0.040742,0.041912,0.057607,0.068241,0.072653,0.087495,0.056934,0.083518,0.062804,0.317009,0.360198,0.049980,0.048942,0.047995,0.100157,0.147318,0.124669,0.172433,0.044759,2.941155,0.517547,0.438555,0.485055,0.570283,0.654901,3.559317,0.000000,0.779073,0.673101,1.019103,0.687942,0.679176,0.930024,0.782746,0.782746,1.058943
5625,14:00,0.078372,0.071336,0.107120,0.044329,0.043988,0.166669,0.155791,0.045590,0.051763,0.031564,0.047883,0.054885,0.101388,0.043249,0.046766,0.051696,0.066910,0.065179,0.066663,0.068315,0.063892,0.068009,0.388523,0.273869,0.046538,0.033449,0.044312,0.085888,0.192164,0.121921,0.169766,0.040710,2.938498,0.605463,0.581779,0.515222,0.520915,0.573180,3.280015,0.000000,0.884415,0.733310,0.963879,0.939174,0.617778,0.939174,0.639797,0.639797,0.892457
5626,14:15,0.085173,0.079980,0.084408,0.054184,0.051563,0.133027,0.191928,0.049922,0.044123,0.033592,0.049091,0.056245,0.098601,0.045872,0.046216,0.048137,0.067652,0.069965,0.078413,0.078328,0.081417,0.066976,0.325448,0.352446,0.044033,0.042561,0.050521,0.100634,0.185495,0.111541,0.157701,0.042821,3.008013,0.553178,0.535507,0.543139,0.538233,0.362935,3.257339,0.000000,0.792990,0.637455,1.056787,0.815090,0.556149,0.852148,0.756952,0.695718,0.787075
5627,14:30,0.077652,0.061498,0.092958,0.042689,0.046390,0.141697,0.158534,0.052983,0.049792,0.028985,0.053981,0.050498,0.105027,0.052194,0.049106,0.048772,0.064786,0.069590,0.074403,0.077905,0.081546,0.068816,0.235003,0.405469,0.053332,0.054808,0.050064,0.100511,0.146347,0.127977,0.149844,0.042604,2.915762,0.431722,0.467194,0.505399,0.440709,0.458599,2.757457,0.000000,0.706002,0.684276,1.081543,0.951992,0.797358,0.992434,0.798628,0.639488,0.874361
5628,14:45,0.089461,0.067298,0.097687,0.046752,0.052288,0.176635,0.146889,0.043461,0.054305,0.041352,0.049484,0.053291,0.087762,0.052572,0.047935,0.054964,0.063030,0.072208,0.072887,0.077187,0.075274,0.068846,0.370455,0.378964,0.044218,0.054436,0.048564,0.093177,0.155977,0.120431,0.169212,0.045288,3.072289,0.473510,0.458879,0.380116,0.426389,0.360635,3.179284,0.000000,0.743067,0.666635,0.887413,0.788023,0.610283,0.788023,0.692463,0.647343,0.990037
5629,15:00,0.085589,0.077220,0.098519,0.049636,0.049110,0.173065,0.143963,0.045139,0.047839,0.042279,0.046295,0.042424,0.089519,0.044256,0.050235,0.052637,0.080265,0.077411,0.073626,0.079571,0.055030,0.064155,0.364475,0.328800,0.046366,0.041830,0.053101,0.103920,0.183373,0.120460,0.149169,0.044568,3.003845,0.481529,0.388602,0.388281,0.361092,0.455132,3.194596,0.000000,0.795897,0.795897,0.795897,0.924308,0.814864,0.930710,0.803216,0.762539,0.944464
5630,15:15,0.087351,0.074861,0.102205,0.048984,0.055745,0.195647,0.169015,0.051537,0.049832,0.030789,0.051731,0.051123,0.088288,0.054406,0.054356,0.048776,0.078045,0.077059,0.071034,0.077062,0.064458,0.070316,0.361803,0.337509,0.051461,0.053353,0.055817,0.098359,0.175984,0.123633,0.168870,0.048615,3.128029,0.369618,0.399782,0.371233,0.346648,0.400414,3.258539,0.000000,0.803962,0.803962,0.803962,0.832281,0.697689,0.895435,0.800687,0.800687,0.925533
5631,15:30,0.080804,0.063762,0.112293,0.042103,0.049295,0.147896,0.174688,0.044637,0.042883,0.037760,0.047204,0.044842,0.094918,0.053122,0.049454,0.047406,0.076336,0.070263,0.063043,0.069601,0.079298,0.070623,0.393225,0.334616,0.051390,0.050009,0.049959,0.084842,0.177916,0.115884,0.187828,0.049775,3.057673,0.440397,0.328329,0.356802,0.331795,0.301487,3.360890,0.000000,0.962324,0.681053,1.069487,0.797296,0.797296,0.850647,0.874012,0.797299,1.110171
5632,15:45,0.071768,0.062097,0.101997,0.053899,0.051175,0.155964,0.156241,0.046588,0.051531,0.033291,0.056860,0.043504,0.109237,0.056463,0.052321,0.052205,0.072944,0.079740,0.079776,0.075778,0.071854,0.064436,0.366335,0.263665,0.049867,0.050351,0.056656,0.089815,0.164149,0.121620,0.186605,0.044792,2.993522,0.337170,0.369864,0.311315,0.331018,0.326450,4.061157,0.000000,0.883416,0.883416,0.945880,0.953330,0.850387,0.993091,0.809919,0.731380,0.809919
5633,16:00,0.089988,0.078759,0.087864,0.051822,0.052666,0.129887,0.144250,0.046882,0.054066,0.035346,0.054460,0.047033,0.090045,0.048134,0.053195,0.046407,0.073723,0.064586,0.074884,0.084284,0.068960,0.076026,0.327726,0.341857,0.047769,0.049540,0.054305,0.093856,0.176175,0.129735,0.146859,0.048510,2.969601,0.347601,0.318449,0.308846,0.277905,0.293450,3.850434,0.000000,0.796802,0.652035,0.814624,0.815678,0.683481,0.815678,0.882270,0.757832,0.934757
5634,16:15,0.082112,0.083995,0.094780,0.048260,0.054556,0.176775,0.209329,0.044626,0.049815,0.034535,0.055414,0.050014,0.090170,0.049256,0.045765,0.045015,0.074947,0.076564,0.065435,0.072973,0.074049,0.078017,0.347312,0.316419,0.051656,0.056308,0.055272,0.095415,0.171589,0.105428,0.167867,0.051563,3.075229,0.258980,0.295946,0.260913,0.299825,0.268527,3.711465,0.000000,0.876764,0.583909,0.876764,0.845128,0.629920,0.845128,0.816281,0.751309,0.922805
5635,16:30,0.075066,0.083519,0.090000,0.049807,0.059827,0.159885,0.170871,0.049749,0.050100,0.043021,0.047824,0.053277,0.107507,0.048084,0.055568,0.050187,0.069568,0.062661,0.068215,0.088979,0.081586,0.079095,0.332845,0.400134,0.050060,0.049716,0.045312,0.096026,0.174107,0.121534,0.166410,0.050387,3.130927,0.226638,0.236763,0.215057,0.246820,0.220307,3.792610,0.000000,0.895736,0.694553,0.910225,0.800903,0.655202,0.962894,0.737074,0.737074,0.863659
5636,16:45,0.079027,0.079476,0.107968,0.050000,0.055532,0.189178,0.162096,0.045217,0.044526,0.040052,0.045397,0.049230,0.100393,0.053340,0.051480,0.042322,0.066250,0.059429,0.075798,0.063064,0.077364,0.070107,0.386784,0.368261,0.047537,0.046104,0.045670,0.084309,0.151005,0.135914,0.153208,0.048486,3.074522,0.192512,0.238001,0.186364,0.209727,0.162780,3.805134,0.000000,0.807255,0.755314,0.807255,0.730399,0.695691,0.920970,0.749958,0.687780,0.980092
5637,17:00,0.083243,0.065968,0.096526,0.055897,0.036522,0.169447,0.187509,0.048528,0.054081,0.040664,0.062130,0.046530,0.116393,0.041047,0.046592,0.051924,0.072591,0.073602,0.076388,0.069782,0.077615,0.068458,0.335809,0.345942,0.043339,0.048360,0.054398,0.100626,0.163168,0.114326,0.188482,0.051087,3.086977,0.186239,0.185267,0.170216,0.205062,0.167045,3.519865,0.000000,0.831186,0.789470,0.853501,0.810713,0.739402,0.889303,0.886102,0.744144,0.996157
5638,17:15,0.075339,0.070765,0.110771,0.053669,0.059189,0.194944,0.163315,0.038839,0.052619,0.035703,0.054148,0.040608,0.081748,0.058013,0.049574,0.051958,0.068847,0.071524,0.070613,0.073984,0.066436,0.069402,0.354248,0.376731,0.052785,0.059019,0.048125,0.104280,0.148795,0.114831,0.195211,0.051831,3.117866,0.167708,0.141461,0.121313,0.139253,0.152867,2.843348,0.000000,0.878120,0.739893,1.046360,0.762227,0.762227,0.888571,0.773773,0.676361,0.777490
5639,17:30,0.083521,0.083830,0.107003,0.057912,0.063177,0.137529,0.173921,0.052208,0.047100,0.037107,0.045820,0.048538,0.111668,0.048230,0.047197,0.056603,0.071711,0.075417,0.070617,0.066086,0.073483,0.070098,0.382223,0.368018,0.049647,0.055186,0.059377,0.090197,0.183141,0.141151,0.193810,0.051788,3.203316,0.120254,0.122850,0.115636,0.121369,0.100754,3.149438,0.000000,0.819699,0.716093,1.074114,0.875592,0.586299,1.029158,0.796376,0.703724,0.821589
5640,17:45,0.066030,0.068243,0.108533,0.048063,0.050960,0.164494,0.176211,0.047816,0.051232,0.027623,0.046250,0.052037,0.111404,0.049416,0.039043,0.053016,0.079666,0.077286,0.078842,0.081428,0.077615,0.067921,0.388246,0.393982,0.057301,0.047180,0.047814,0.114997,0.165875,0.119957,0.176937,0.044045,3.179462,0.085456,0.089114,0.072199,0.098454,0.097569,3.061098,0.000000,0.859802,0.806720,0.874954,0.788541,0.663905,0.978477,0.895736,0.694551,0.911629
5641,18:00,0.086069,0.073940,0.096276,0.052894,0.050738,0.164849,0.159359,0.047039,0.058029,0.041949,0.056051,0.052460,0.096251,0.049637,0.047565,0.047862,0.068903,0.081447,0.081730,0.071956,0.082495,0.064701,0.341224,0.351578,0.046069,0.047458,0.061491,0.110789,0.202575,0.121365,0.189618,0.046910,3.151278,0.059891,0.065178,0.073347,0.061646,0.064182,3.611736,0.000000,0.752687,0.752687,0.752687,0.612387,0.612387,0.612387,0.816829,0.761815,0.974803
5642,18:15,0.090851,0.061086,0.097756,0.043431,0.046639,0.130010,0.172496,0.052630,0.045268,0.035478,0.047382,0.053686,0.099519,0.047975,0.040843,0.043293,0.077401,0.070947,0.091084,0.071527,0.077581,0.092357,0.369804,0.390632,0.037899,0.054190,0.048334,0.103754,0.175838,0.124112,0.156444,0.038068,3.088314,0.055190,0.054170,0.045902,0.052118,0.056200,2.902235,0.000000,0.759160,0.723694,0.759160,0.653104,0.595954,0.885059,0.734100,0.634007,0.877612
5643,18:30,0.079504,0.078261,0.099903,0.044682,0.047126,0.187452,0.151551,0.043625,0.045827,0.035503,0.048892,0.045737,0.096640,0.045452,0.038836,0.051154,0.073410,0.072055,0.063891,0.082109,0.077272,0.071132,0.324194,0.283848,0.054238,0.053127,0.047009,0.102597,0.161110,0.126449,0.147132,0.056852,2.936572,0.038805,0.032702,0.032688,0.032620,0.046711,3.394832,0.000000,0.850066,0.780697,0.909929,0.836161,0.696070,0.983238,0.765362,0.667908,0.936226
5644,18:45,0.072822,0.070031,0.103283,0.049919,0.042957,0.159931,0.160543,0.049367,0.046152,0.041328,0.048417,0.039854,0.114854,0.055837,0.056751,0.050742,0.082365,0.062254,0.081324,0.074703,0.068786,0.085874,0.422167,0.324368,0.049784,0.050583,0.051437,0.096576,0.151748,0.122784,0.209662,0.045909,3.143111,0.023384,0.022618,0.027186,0.022289,0.026305,3.302561,0.000000,0.933536,0.751560,1.032023,0.791317,0.677940,0.965606,0.784443,0.682054,0.784443
5645,19:00,0.094811,0.063599,0.089600,0.043415,0.043913,0.164509,0.149730,0.043036,0.048905,0.041251,0.039404,0.052946,0.109373,0.050736,0.046750,0.049276,0.063840,0.081192,0.070902,0.060060,0.079740,0.079199,0.291247,0.367912,0.053995,0.044998,0.049232,0.127486,0.155891,0.131895,0.138546,0.050025,2.977414,0.011464,0.009988,0.012994,0.012918,0.012937,3.097656,0.000000,0.793729,0.793729,0.874788,0.850117,0.746476,0.850117,0.846986,0.641508,1.049371
5646,19:15,0.078367,0.081897,0.093053,0.051979,0.040081,0.178550,0.189513,0.046285,0.055111,0.036112,0.047583,0.055821,0.085950,0.054884,0.049201,0.039163,0.068681,0.068670,0.077736,0.069119,0.075586,0.078237,0.250085,0.338240,0.054288,0.039147,0.057038,0.095871,0.150456,0.143357,0.197532,0.046152,2.993746,0.010363,0.010332,0.010758,0.008874,0.007327,2.720268,0.000000,0.819222,0.618372,0.938184,0.835103,0.748851,0.852960,0.863440,0.707610,0.893850
5647,19:30,0.083892,0.080848,0.092007,0.042739,0.038226,0.169612,0.135018,0.042884,0.050258,0.036845,0.040645,0.052066,0.092039,0.039645,0.049614,0.046123,0.076609,0.081113,0.068160,0.071973,0.069206,0.064303,0.314676,0.296634,0.041843,0.044087,0.047339,0.094653,0.160565,0.119884,0.181371,0.054598,2.879477,0.006325,0.006212,0.005887,0.006364,0.005689,3.041175,0.000000,0.679055,0.618467,0.823745,0.870826,0.757875,0.870826,0.733825,0.731101,0.964170
5648,19:45,0.075483,0.074734,0.091128,0.040922,0.046618,0.151760,0.153738,0.039622,0.037838,0.030567,0.048483,0.055434,0.099515,0.048654,0.045221,0.044987,0.081687,0.073248,0.069821,0.071485,0.077791,0.066499,0.292816,0.326676,0.046179,0.041130,0.039972,0.096625,0.138631,0.124208,0.181373,0.043729,2.856575,0.002696,0.002395,0.003540,0.002794,0.002959,3.131086,0.000000,0.788963,0.730013,1.029704,0.760711,0.584097,0.760711,0.787675,0.629359,0.787675
5649,20:00,0.081546,0.066612,0.099499,0.043261,0.044374,0.140315,0.133841,0.041172,0.043268,0.034959,0.035737,0.047293,0.090465,0.053251,0.046404,0.054872,0.066805,0.062684,0.060043,0.065932,0.069776,0.066892,0.344480,0.328205,0.041297,0.042869,0.045599,0.082016,0.144863,0.095183,0.151302,0.045630,2.770445,0.000000,0.000000,0.000000,0.000000,0.000000,3.213317,0.000000,0.703798,0.686611,0.703798,0.743602,0.536472,0.743602,0.623247,0.601591,0.753790
5650,20:15,0.069694,0.066548,0.094188,0.042711,0.042620,0.160658,0.154104,0.033171,0.047817,0.031403,0.040000,0.045549,0.089106,0.045207,0.041102,0.042256,0.068291,0.071671,0.059821,0.062876,0.067893,0.069502,0.314305,0.333577,0.051301,0.041341,0.040407,0.089035,0.135619,0.141838,0.192549,0.044804,2.830962,0.000000,0.000000,0.000000,0.000000,0.000000,2.723132,0.000000,0.713444,0.652644,0.820634,0.740014,0.642565,0.789645,0.709433,0.709433,0.752834
5651,20:30,0.070925,0.082742,0.076082,0.044637,0.042121,0.137821,0.146894,0.048351,0.048334,0.038406,0.039067,0.042972,0.065614,0.039381,0.048017,0.047885,0.065018,0.060394,0.073101,0.069312,0.061032,0.068562,0.313182,0.262154,0.047560,0.035812,0.041223,0.104788,0.148377,0.106194,0.143106,0.039962,2.659027,0.000000,0.000000,0.000000,0.000000,0.000000,2.913621,0.000000,0.757217,0.542491,0.827445,0.674235,0.634366,0.873508,0.665384,0.543555,1.002011
5652,20:45,0.086464,0.065275,0.081526,0.044626,0.041901,0.138279,0.134122,0.037212,0.045940,0.036350,0.037504,0.037812,0.073438,0.041861,0.048124,0.040636,0.070305,0.061878,0.071237,0.062092,0.071309,0.049469,0.299628,0.292840,0.039240,0.042199,0.040371,0.078927,0.138626,0.099978,0.155389,0.049235,2.613792,0.000000,0.000000,0.000000,0.000000,0.000000,2.813825,0.000000,0.646111,0.552363,0.690868,0.756923,0.617369,0.756923,0.667502,0.667502,0.871995
5653,21:00,0.074458,0.054447,0.080192,0.036038,0.046841,0.114750,0.129994,0.040034,0.040531,0.027508,0.044435,0.046448,0.075630,0.042346,0.039642,0.032432,0.067241,0.059834,0.052400,0.065496,0.057004,0.056717,0.256127,0.308653,0.040401,0.043054,0.042190,0.077274,0.113102,0.102571,0.159402,0.040409,2.467603,0.000000,0.000000,0.000000,0.000000,0.000000,2.451005,0.000000,0.664565,0.555779,0.818869,0.635138,0.583081,0.635138,0.640563,0.640563,0.837369
5654,21:15,0.070561,0.048743,0.074362,0.040370,0.043524,0.116154,0.124361,0.039148,0.040794,0.027126,0.039498,0.038559,0.077119,0.037710,0.040123,0.032304,0.053413,0.067519,0.051487,0.064047,0.054107,0.058510,0.274695,0.262761,0.039540,0.039139,0.035127,0.077797,0.130424,0.087888,0.148418,0.045870,2.381198,0.000000,0.000000,0.000000,0.000000,0.000000,2.653631,0.000000,0.631738,0.520439,0.886782,0.555494,0.488607,0.755409,0.681060,0.620389,0.783244
5655,21:30,0.055707,0.053293,0.067526,0.041651,0.032716,0.113522,0.115281,0.039633,0.039957,0.028166,0.033931,0.039311,0.085841,0.038421,0.047339,0.041757,0.055199,0.051389,0.057185,0.054593,0.049276,0.055837,0.230211,0.300829,0.043583,0.043268,0.037985,0.066580,0.104313,0.094229,0.132210,0.029738,2.280476,0.000000,0.000000,0.000000,0.000000,0.000000,2.265112,0.000000,0.661556,0.622461,0.809194,0.683174,0.609211,0.683174,0.659801,0.460352,0.710893
5656,21:45,0.055579,0.064510,0.065334,0.037087,0.034465,0.125402,0.096450,0.032882,0.033707,0.020147,0.033021,0.035706,0.062807,0.033236,0.039098,0.031253,0.043187,0.050562,0.045350,0.050735,0.059266,0.061603,0.235696,0.253316,0.038937,0.038373,0.031217,0.066339,0.123575,0.072742,0.123174,0.039931,2.134687,0.000000,0.000000,0.000000,0.000000,0.000000,1.927776,0.000000,0.537557,0.502884,0.846879,0.581360,0.515992,0.689097,0.657698,0.542499,0.657698
